,bookId,status,tags,score,scorerCount,title,author,cover,countWord,updateAt,caseId
0,131516,0,"['鬼怪', '仙侠', '驱魔人', '道术']",7.9,1975,地煞七十二变,祭酒,https://cdn.motieimg.com/book/0009/99776/1.jpg?x-oss-process=style/book_middle,805392,2021-02-28T14:53:20.000Z,0
1,742,0,['西幻传说'],8.8,793,灵吸怪备忘录,魔力的真髓,https://alioss.youdubook.com/uploads/20190306/ace09cfebf251233d1ce3bdeeb82b591.jpg,674200,2020-12-21T08:10:54.000Z,0
2,248366,0,"['玄幻', '异世大陆']",7.1,697,长夜余火,爱潜水的乌贼,https://qidian.qpic.cn/qdbimg/349573/1023422452/300,632200,2021-03-01T03:30:21.000Z,0
3,249149,0,"['科幻', '进化变异']",7.7,551,从红月开始,黑山老鬼,https://qidian.qpic.cn/qdbimg/349573/1024868626/300,590300,2021-03-01T10:57:22.000Z,0
4,118125,0,"['轻小说', '原生幻想']",7.4,570,骸骨武士,接卡口,https://qidian.qpic.cn/qdbimg/349573/1004937924/300,287000,2021-02-02T16:00:00.000Z,0
5,245453,0,"['玄幻', '异世大陆']",6.9,602,十方武圣,滚开,https://qidian.qpic.cn/qdbimg/349573/1024088056/300,925600,2021-03-01T08:43:37.000Z,0
6,12377,0,['奇幻玄幻'],7.3,521,万妞不挡之勇,静官,http://static.zongheng.com/upload/cover/2012/11/1353438409018.jpg,790000,2020-10-12T03:59:55.000Z,0
7,174044,0,"['轻小说', '原生幻想']",7.6,493,降魔专家,吃书妖,https://qidian.qpic.cn/qdbimg/349573/1015350660/300,423200,2020-12-24T16:00:00.000Z,0
8,228188,2,['军事科幻'],6.8,478,鬼子你好我们是游戏玩家,红心兔,http://s.junshishu.cn/bookcoverpic/32797_1592391011.jpg,156000,2020-11-20T16:00:00.000Z,0
9,40789,0,"['仙侠', '幻想修仙']",6.8,465,山海八荒录,洛水,https://qidian.qpic.cn/qdbimg/349573/3684254/300,687500,2021-02-28T14:43:04.000Z,0
10,248902,0,"['历史', '上古先秦']",7.3,420,革秦,守玄,https://qidian.qpic.cn/qdbimg/349573/1024655112/300,429700,2021-03-01T15:08:50.000Z,0
11,163853,1,"['科幻', '超级科技']",5.0,598,我的专属梦境游戏,碧蓝的世界,https://qidian.qpic.cn/qdbimg/349573/1014212226/300,967099,2021-01-10T16:00:00.000Z,0
12,235225,0,"['奇幻', '另类幻想']",6.9,393,异度降临时,极冷,https://qidian.qpic.cn/qdbimg/349573/1022169638/300,637400,2021-02-02T16:00:00.000Z,0
13,247551,0,['历史军事'],7.4,350,民国文匪,奶瓶战斗机,https://alioss.youdubook.com/uploads/20201102/a6040e00cef91ec6a393198ac70e9e3d.jpg,516400,2021-03-01T14:49:30.000Z,0
14,242760,0,"['玄幻', '东方玄幻']",6.7,380,旧日之箓,熊狼狗,https://qidian.qpic.cn/qdbimg/349573/1023715291/300,949300,2021-03-01T20:28:00.000Z,0
15,208267,0,"['宅文', '玄幻奇幻']",6.7,362,我真不是邪神走狗,万劫火,https://c1.kuangxiangit.com/uploads/allimg/c200320/20-03-20172822-97445-100154037.jpg,596100,2020-09-27T16:29:27.000Z,0
16,138255,0,"['玄幻', '东方玄幻']",5.5,416,千山独行,接卡口,https://qidian.qpic.cn/qdbimg/349573/1011457736/300,454300,2021-02-21T16:00:00.000Z,0
17,34661,1,"['穿越时空', '娱乐圈', '励志人生', '系统', '原创-言情-近代现代-爱情']",6.9,308,每天都在征服情敌,乘月返真,http://i9-static.jjwxc.net/novelimage.php?novelid=2423391&coverid=13&ver=1378f6943a0abb454d0f17a65b2d8823,814034,2020-12-28T09:36:22.000Z,0
18,119771,0,"['玄幻', '异世大陆']",5.8,354,濒危修仙门派考察报告,从零开始099,https://qidian.qpic.cn/qdbimg/349573/1004983884/300,618500,2021-02-22T16:00:00.000Z,0
19,245292,0,"['仙侠', '修真文明']",5.0,402,这是我的星球,姬叉,https://qidian.qpic.cn/qdbimg/349573/1024051587/300,815000,2021-03-01T11:54:20.000Z,0
0,34960,1,"['灵魂转换', '奇幻魔幻', '骑士与剑', '女强', '原创-言情-架空历史-奇幻']",7.1,208,这个梦我喜欢！,黑糖煮酸梅,http://i9-static.jjwxc.net/novelimage.php?novelid=2569443&coverid=1&ver=a0cc3e39d58a83315f16747d65f0d4d7,635375,2020-09-14T15:12:12.000Z,0
1,29188,0,"['玄幻', '异世大陆']",5.7,259,旅法师流浪记,千山九天,https://qidian.qpic.cn/qdbimg/349573/3324922/300,737700,2020-12-20T16:00:00.000Z,0
2,249235,0,['科幻时空'],7.2,203,这世界危在旦夕,通吃,https://alioss.youdubook.com/uploads/20201208/83da067020a8b76686e1a0e1a1401a6e.jpg,476900,2021-02-28T23:02:01.000Z,0
3,247497,0,"['历史', '架空历史']",7.5,193,雏鹰的荣耀,匂宮出夢,https://qidian.qpic.cn/qdbimg/349573/1024455227/300,490500,2021-03-01T16:19:29.000Z,0
4,156215,1,"['都市', '都市生活']",4.1,350,同桌凶猛,柳下挥,https://qidian.qpic.cn/qdbimg/349573/1011576939/300,874400,2020-09-20T16:00:00.000Z,0
5,238822,0,"['宅文', '科幻无限']",5.9,243,我，改编了世界,天风黑月,https://c1.kuangxiangit.com/uploads/allimg/c200910/10-09-20083159-60896-100195304.jpg,610947,2021-03-01T16:00:01.000Z,0
6,242765,0,"['仙侠', '古典仙侠']",5.0,278,仙箓,布谷聊,https://qidian.qpic.cn/qdbimg/349573/1023501483/300,582300,2021-03-01T13:51:00.000Z,0
7,177044,0,"['武侠', '武侠幻想']",5.7,242,盖世双谐,三天两觉,https://qidian.qpic.cn/qdbimg/349573/1017371184/300,855000,2021-02-26T16:47:03.000Z,0
8,31506,0,"['武侠', '英美衍生', '无限流', '快穿', '衍生-言情-架空历史-其他衍生']",6.9,197,[综]天生女配,地狱画师,http://i7-static.jjwxc.net/tmp/backend/authorspace/s1/7/6391/639051/20200419172518_200_280.jpg,799665,2021-02-21T16:33:20.000Z,0
9,134294,0,['原创-无CP-古色古香-传奇'],7.3,186,古希腊日常生活,幽碧藤萝,http://i9-static.jjwxc.net/novelimage.php?novelid=3398522&coverid=40&ver=1feceecdcb34b6ca0ee19857f99ade69,495357,2021-02-28T15:52:17.000Z,0
10,48185,1,"['悬疑推理', '都市情缘', '原创-纯爱-近代现代-爱情']",7.8,173,默读,priest,http://i9-static.jjwxc.net/novelimage.php?novelid=2771073&coverid=23&ver=6a49711effe45dcde1154fad6230b35f,801097,2020-09-06T20:57:30.000Z,0
11,33380,0,"['红楼梦', '穿越时空', '种田文', '古典名著', '衍生-无CP-架空历史-古典衍生']",7.0,192,穿越红楼去写文,洗雨疏风,http://i9-static.jjwxc.net/novelimage.php?novelid=2472557&coverid=21&ver=15078b666738cbc2bd4aa4e15aa66830,526614,2021-02-25T00:10:43.000Z,0
12,248272,0,"['异世大陆', '爽文', '西幻', '基建', '原创-无CP-架空历史-奇幻']",7.3,182,基建从游戏开始,雾入,http://i6-static.jjwxc.net/tmp/backend/authorspace/s1/35/34308/3430705/20201221201156_200_280.jpg,792306,2021-03-01T16:48:49.000Z,0
13,168589,0,"['科幻', '古武机甲']",6.0,219,龙城,方想,https://qidian.qpic.cn/qdbimg/349573/1015323848/300,858400,2020-11-29T16:00:00.000Z,0
14,233512,2,"['仙侠', '幻想修仙']",5.8,226,我一生经历三千主角,丹尼尔秦,https://qidian.qpic.cn/qdbimg/349573/1022059895/300,403600,2020-09-15T16:00:00.000Z,0
15,250874,0,"['仙侠', '古典仙侠']",6.7,185,画妖师,小鸽哥,https://qidian.qpic.cn/qdbimg/349573/1023104161/300,146300,2021-03-01T02:40:05.000Z,0
16,128734,0,"['科幻', '无限流', '原创-纯爱-近代现代-爱情']",6.2,199,虐渣不如搞科技（快穿）,天涯黑人,http://i9-static.jjwxc.net/novelimage.php?novelid=3245947&coverid=68&ver=e14ff7d315a3abc804956b17f83fba5e,314168,2020-12-01T15:55:54.000Z,0
17,29159,0,['衍生-无CP-近代现代-西方衍生'],8.4,146,HP阅读未来,lemon drop,http://i2.tiimg.com/690215/b0c325f0cf4b8788.jpg,345665,2020-09-24T17:01:02.000Z,0
18,159716,0,"['奇幻', '另类幻想']",5.3,229,剑客的宿命,范洒,https://qidian.qpic.cn/qdbimg/349573/1012549494/300,813400,2020-11-16T16:00:00.000Z,0
19,248555,0,"['轻小说', '青春日常']",6.2,195,侵入人间,发条橙之梦,https://qidian.qpic.cn/qdbimg/349573/1024757253/300,429300,2021-03-01T03:22:08.000Z,0
0,248027,0,"['轻小说', '原生幻想']",5.3,214,不死的我只好假扮血族,844500,屠鸽者,https://qidian.qpic.cn/qdbimg/349573/1024222253/300,2021-03-01T12:44:57.000Z,0
1,244607,0,"['都市', '都市生活']",6.7,169,我家老婆来自一千年前,669800,花还没开,https://qidian.qpic.cn/qdbimg/349573/1023867124/300,2021-03-01T12:41:08.000Z,0
2,238862,0,"['奇幻', '异世大陆']",5.7,198,开局一块全知魔镜,467454,大橘已定,http://oss.xrzww.com//upload/images/20200817/20200817202919514753722590.jpg,2021-01-23T11:28:52.000Z,0
3,239987,0,"['历史', '两宋元明']",6.9,157,万历新明,497100,摩碣,https://qidian.qpic.cn/qdbimg/349573/1023063911/300,2021-02-28T17:48:04.000Z,0
4,173489,1,"['科幻', '未来世界']",6.1,176,真名之神,650000,发条橙之梦,https://qidian.qpic.cn/qdbimg/349573/1016180492/300,2020-11-18T16:00:00.000Z,0
5,171925,0,"['历史', '两宋元明']",5.5,194,异明1561,612000,嗷世巅锋,https://qidian.qpic.cn/qdbimg/349573/1016010400/300,2020-09-03T16:00:00.000Z,0
6,246944,0,"['历史', '清史民国']",6.2,172,我大明武德充沛但选择文化胜利,668700,江南说书人,https://qidian.qpic.cn/qdbimg/349573/1023795752/300,2021-03-01T15:59:45.000Z,0
7,250832,0,"['奇幻', '剑与魔法']",6.7,159,神级狩魔人,459000,隐约点,https://qidian.qpic.cn/qdbimg/349573/1025367698/300,2021-03-01T02:42:12.000Z,0
8,134185,0,"['火影', '少年漫', '爽文', '升级流', '衍生-言情-架空历史-东方衍生']",6.2,170,不愿做奴隶的人[综],924650,飞天酥鱼,http://i9-static.jjwxc.net/novelimage.php?novelid=3414928&coverid=1&ver=569da05d2117a608121d5e80e6450ac7,2021-01-05T20:14:00.000Z,0
9,177028,0,['东方仙侠'],6.5,162,燕返,822200,落木寂无声,https://www.youdubook.com//uploads/20191221/4d55462ef55fac6652350857dcb2ddd7.jpg,2020-09-18T04:21:51.000Z,0
10,186731,0,"['爱情战争', '西方罗曼', '现代架空', '升级流', '原创-言情-近代现代-剧情']",7.1,148,莎美乐之吻,396903,脂肪颗粒,http://i9-static.jjwxc.net/novelimage.php?novelid=4419359&coverid=15&ver=f6093dc40438815f0592b2f2743f8352,2021-02-20T12:37:05.000Z,0
11,236285,0,"['玄幻', '异世大陆']",5.9,174,无敌从拳法大成开始,951300,三生愚,https://qidian.qpic.cn/qdbimg/349573/1022596603/300,2021-03-01T17:29:00.000Z,0
12,143932,0,"['甜文', '快穿', '原创-言情-近代现代-爱情']",6.4,160,白莲花的自我修养[快穿],284926,暮二木,http://i9-static.jjwxc.net/novelimage.php?novelid=3536586&coverid=54&ver=2b6f7d467ebbf40b99af5f38b4761b08,2020-12-07T09:10:04.000Z,0
13,251536,0,"['仙侠', '古典仙侠']",5.0,203,我在斩妖司除魔三十年,229899,贰更,https://qidian.qpic.cn/qdbimg/349573/1025377681/300,2021-03-01T15:18:00.000Z,0
14,134437,1,"['悬疑', '诡秘悬疑']",5.5,180,小丑游戏,978300,肥瓜,https://qidian.qpic.cn/qdbimg/349573/1010863368/300,2020-11-19T16:00:00.000Z,0
15,241193,0,"['仙侠', '古典仙侠']",5.7,173,叩问仙道,895500,雨打青石,https://qidian.qpic.cn/qdbimg/349573/1022576776/300,2021-03-01T15:46:00.000Z,0
16,176538,0,"['仙侠', '现代修真']",5.8,162,我是灵馆馆长,683000,槐馆长,https://qidian.qpic.cn/qdbimg/349573/1017287523/300,2021-02-11T16:00:00.000Z,0
17,165394,0,"['网王', '家教', '少年漫', '衍生-言情-近代现代-东方衍生']",7.6,122,[综]东京恋爱养成攻略,356922,叶子田粥,http://i9-static.jjwxc.net/novelimage.php?novelid=4018078&coverid=32&ver=2120e89c028b499fbcd115975af18f8b,2021-02-26T11:33:21.000Z,0
18,225277,0,"['宅文', '仙侠武侠']",6.4,144,佛爷棍下不留生,895616,造化斋主,https://c1.kuangxiangit.com/uploads/allimg/c200507/07-05-20084652-2697.jpg,2021-03-01T16:09:35.000Z,0
19,252043,0,['历史军事'],6.2,147,红星照耀扶桑,174300,木长青王,https://alioss.youdubook.com/uploads/20210204/4732fd621e8928dc94a3d2186914ceb2.jpg,2021-03-01T08:13:47.000Z,0
0,244309,0,"['仙侠', '神话修真']",5.7,159,洪荒调查员,679599,翟南,https://qidian.qpic.cn/qdbimg/349573/1023896283/300,2021-03-01T04:08:04.000Z,0
1,34776,0,"['游戏', '游戏异界']",6.4,141,疯狂进化的虫子,696300,咱的小刀,https://qidian.qpic.cn/qdbimg/349573/3594306/300,2021-03-01T15:33:58.000Z,0
2,117039,1,"['宫廷侯爵', '欢喜冤家', '甜文', '爽文', '原创-言情-架空历史-爱情']",6.7,133,我就是这般女子,685380,月下蝶影,http://i9-static.jjwxc.net/novelimage.php?novelid=2973352&coverid=25&ver=cf8ee27c6c10c4351efa19a0bed6806f,2021-01-26T14:51:57.000Z,0
3,171056,0,"['宅文', '历史军事']",5.4,161,58万人的唐朝生活,908432,黑曜圣石,https://c1.kuangxiangit.com/uploads/allimg/c190620/20-06-19095801-6336.jpg,2020-09-27T13:20:15.000Z,0
4,250326,0,"['科幻', '未来世界']",6.5,133,赛博修真2077,276600,庭下鲤,https://qidian.qpic.cn/qdbimg/349573/1025377278/300,2021-03-01T08:02:51.000Z,0
5,33851,1,"['穿越时空', '重生', '女强', '爽文', '原创-言情-近代现代-爱情']",6.1,141,虐死那帮死渣男！,484677,温凉盏,http://i9-static.jjwxc.net/novelimage.php?novelid=2374223&coverid=13&ver=a482cd43d1561c46e5a20169391c9327,2020-09-11T04:21:06.000Z,0
6,250911,0,"['科幻', '时空穿梭']",6.3,133,主神挂了,279000,李古丁,https://qidian.qpic.cn/qdbimg/349573/1025649259/300,2021-03-01T09:37:49.000Z,0
7,235081,0,"['仙侠', '修真文明']",5.2,161,猫真人,884200,章渝,https://qidian.qpic.cn/qdbimg/349573/1022313175/300,2021-03-01T12:29:57.000Z,0
8,243093,0,"['阴差阳错', '异能', '悬疑推理', '校园', '原创-无CP-近代现代-科幻']",7.5,111,寄生之子,710980,群星观测,http://i9-static.jjwxc.net/novelimage.php?novelid=5082661&coverid=80&ver=39bef3142e88af4e0f43b3c665d5f4bb,2021-03-01T07:48:21.000Z,0
9,158478,1,"['幻想空间', '科幻', '情有独钟', '因缘邂逅', '原创-言情-幻想未来-爱情']",7.0,115,这是一篇正经文,696036,多木木多,http://i9-static.jjwxc.net/novelimage.php?novelid=3920735&coverid=63&ver=6ab9c8ac24b93423fba4dd90526b7127,2020-10-08T18:03:48.000Z,0
10,136169,0,"['历史', '外国历史']",6.4,125,他改变了罗马,770500,一毛家二毛,https://qidian.qpic.cn/qdbimg/349573/1003559256/300,2020-12-17T16:00:00.000Z,0
11,241256,0,"['年代文', '时代新风', '原创-言情-近代现代-剧情']",7.3,108,重回九零,907977,怀愫,https://wx2.sinaimg.cn/mw690/e978ccc9gy1ghp6ku2gbtj214n1kwn3l.jpg,2021-03-01T13:05:02.000Z,0
12,241074,0,"['游戏网游', '系统', '基建', '原创-言情-近代现代-游戏']",6.9,114,带着作弊码穿游戏,688622,天泽时若,https://wx3.sinaimg.cn/large/0067DTGEly1gfhis6yzuzj305k07sdgx.jpg,2021-03-01T16:38:14.000Z,0
13,250487,0,"['都市', '娱乐明星']",5.7,137,演员没有假期,223800,关乌鸦,https://qidian.qpic.cn/qdbimg/349573/1024645179/300,2021-03-01T15:59:47.000Z,0
14,251824,0,"['科幻', '时空穿梭']",6.1,128,港岛王炸,297000,银色纪念币,https://qidian.qpic.cn/qdbimg/349573/1025521249/300,2021-02-28T15:58:14.000Z,0
15,246744,0,"['游戏', '游戏异界']",5.8,134,我真没针对法爷,859000,十年一键,https://qidian.qpic.cn/qdbimg/349573/1024108609/300,2021-03-01T19:20:29.000Z,0
16,125761,1,"['穿越时空', '种田文', '甜文', '科举', '原创-言情-架空历史-爱情']",6.2,125,天生不是做官的命,591681,文理风,http://i8-static.jjwxc.net/tmp/backend/authorspace/s1/16/15407/1540681/20200918081639_200_280.jpg,2020-09-18T08:52:29.000Z,0
17,244255,0,"['都市', '都市生活']",5.7,135,我从来都不主动,687700,不爱吃草的羊,https://qidian.qpic.cn/qdbimg/349573/1023924477/300,2021-03-01T14:24:00.000Z,0
18,237923,0,"['仙侠', '现代修真']",5.9,130,佛门咸鱼的苦逼日常,639600,缘非不可,https://qidian.qpic.cn/qdbimg/349573/1021911636/300,2021-02-27T09:07:04.000Z,0
19,250892,0,"['轻小说', '原生幻想']",5.5,139,人在东京抽卡降魔,327100,火锅粉多加醋,https://qidian.qpic.cn/qdbimg/349573/1025493892/300,2021-03-01T15:49:57.000Z,0
0,233731,0,['都市'],6.6,121,重生之岁月风云,闹闹不爱闹,http://img.yc.ireader.com.cn/bookface/9/44/94448_large.jpg,154546,2020-09-18T08:26:45.000Z,0
1,129075,1,"['快穿', '原创-言情-近代现代-爱情']",6.6,116,快穿之收视女王,甄栗子,http://i9-static.jjwxc.net/tmp/backend/authorspace/s1/10/9422/942121/20200716165835_200_280.jpg,536056,2021-01-13T12:22:54.000Z,0
2,248515,0,"['历史', '架空历史']",6.8,112,混在19世纪美利坚,疏通,https://qidian.qpic.cn/qdbimg/349573/1024331634/300,307600,2021-03-01T18:03:00.000Z,0
3,227957,0,"['仙侠', '修真文明']",3.5,217,武谪仙,流浪的蛤蟆,https://qidian.qpic.cn/qdbimg/349573/1021257058/300,929300,2021-02-08T16:00:00.000Z,0
4,244436,0,"['轻小说', '原生幻想']",6.2,120,看守魔女们的典狱长,广场喂鸽子,https://qidian.qpic.cn/qdbimg/349573/1022800204/300,873700,2021-03-01T12:38:00.000Z,0
5,176702,0,"['穿越时空', '女强', '女扮男装', '朝堂之上', '原创-言情-古色古香-爱情']",7.4,100,贵极人臣,姽婳娘,https://tva1.sinaimg.cn/large/007S8ZIlly1gfhgxen7cij30u0160jvk.jpg,788115,2021-03-01T16:14:03.000Z,0
6,230432,1,"['科幻', '未来世界']",5.3,138,我真的不想谈恋爱,姐姐的新娘,https://qidian.qpic.cn/qdbimg/349573/1021567878/300,629900,2021-02-22T06:46:57.000Z,0
7,141741,1,"['都市', '都市生活']",5.4,135,黑夜玩家,幼儿园一把手,https://qidian.qpic.cn/qdbimg/349573/1011697971/300,820500,2020-11-15T16:00:00.000Z,0
8,146385,1,"['科幻', '末世危机']",4.8,151,末世之召唤悍妞,李古丁,https://qidian.qpic.cn/qdbimg/349573/1012240034/300,605800,2021-01-12T16:00:00.000Z,0
9,233982,0,"['仙侠', '幻想修仙']",5.2,138,戏鬼神,夜雨飘灯,https://qidian.qpic.cn/qdbimg/349573/1022069596/300,658100,2021-01-28T16:00:00.000Z,0
10,244055,0,"['都市', '都市生活']",5.7,125,平常人类的平凡生活,何处可桃,https://qidian.qpic.cn/qdbimg/349573/1023473373/300,808199,2021-03-01T15:39:00.000Z,0
11,239279,0,"['奇幻', '史诗奇幻']",5.1,138,天道方程式,二目,https://qidian.qpic.cn/qdbimg/349573/1023215696/300,870500,2021-03-01T10:03:00.000Z,0
12,164558,0,"['科幻', '时空穿梭']",4.9,143,我就是圣光,美味罗宋汤,https://qidian.qpic.cn/qdbimg/349573/1014244079/300,507600,2021-02-17T16:00:00.000Z,0
13,158139,1,"['都市', '都市生活']",5.5,125,华尔街传奇,陶良辰,https://qidian.qpic.cn/qdbimg/349573/1013473793/300,969200,2020-10-04T16:00:00.000Z,0
14,251516,0,"['悬疑', '侦探推理']",4.9,139,我的治愈系游戏,我会修空调,https://qidian.qpic.cn/qdbimg/349573/1025901449/300,161100,2021-03-01T13:10:48.000Z,0
15,34694,0,"['无限流', '游戏网游', '未来架空', '升级流', '原创-纯爱-幻想未来-游戏']",7.0,97,角色扮演,颓,http://i3-static.jjwxc.net/tmp/backend/authorspace/s1/4/3632/363175/20190731234350_200_280.jpg,721075,2021-02-26T13:45:41.000Z,0
16,218788,0,"['轻小说', '青春日常']",6.2,109,只要有爱就算是都市传说也可以,吾名午夜,https://qidian.qpic.cn/qdbimg/349573/1020665808/300,326599,2020-10-17T16:00:00.000Z,0
17,233919,0,"['轻小说', '原生幻想']",5.8,116,横推武道,老子就是无敌,https://qidian.qpic.cn/qdbimg/349573/1021821207/300,801800,2020-12-13T16:00:00.000Z,0
18,173628,0,"['历史', '秦汉三国']",6.2,108,举汉,反听,https://qidian.qpic.cn/qdbimg/349573/1016414271/300,994599,2021-02-16T16:00:00.000Z,0
19,250637,0,"['科幻', '进化变异']",6.4,103,每天都离现形更近一步,陈词懒调,https://qidian.qpic.cn/qdbimg/349573/1025461668/300,215900,2021-03-01T14:49:33.000Z,0
0,184622,0,"['宅文', '历史军事']",6.9,112,铁与血，还有玩家,483316,百户,https://c1.kuangxiangit.com/uploads/allimg/c191011/11-10-19231420-46867.jpg,2020-09-26T15:48:50.000Z,0
1,214841,0,"['宅文', '玄幻奇幻']",5.9,118,想要低调的穿越者故尝试隐秘行事,879737,幻疾风01,https://c1.kuangxiangit.com/uploads/defaultimg/c200827/27-08-20151104-55053.jpg,2020-09-27T19:29:07.000Z,0
2,235442,0,"['幻想空间', '异世大陆', '西幻', '原创-言情-架空历史-爱情']",7.1,93,她成为了魔王的遗产,222516,出鞘,https://wx1.sinaimg.cn/mw690/981dc011gy1ggdre6ibvnj20go0ncwhu.jpg,2021-02-21T15:08:28.000Z,0
3,227548,0,"['宅文', '仙侠武侠']",2.4,274,我不做神了,689654,七月酒仙,https://c1.kuangxiangit.com/uploads/allimg/c200712/12-07-20215604-12658-100171528.jpg,2020-09-27T15:41:25.000Z,0
4,249162,0,"['武侠', '武侠幻想']",5.5,119,我才不是武祖传人,380600,嫌疑人小X,https://qidian.qpic.cn/qdbimg/349573/1024885729/300,2021-03-01T15:56:56.000Z,0
5,244811,0,"['仙侠', '修真文明']",5.6,116,一人得道,738000,战袍染血,https://qidian.qpic.cn/qdbimg/349573/1023873138/300,2021-03-01T14:27:38.000Z,0
6,248688,0,"['科幻', '时空穿梭']",4.5,144,江湖风云第一刀,374500,枯空散人,https://qidian.qpic.cn/qdbimg/349573/1024708589/300,2021-03-01T15:16:37.000Z,0
7,33008,1,"['强强', '异能', '末世', '原创-纯爱-近代现代-爱情']",7.1,91,灾后,460512,报纸糊墙,http://i9-static.jjwxc.net/novelimage.php?novelid=2068853&coverid=12&ver=bf7a4af6786f977dcf587f35838d3de6,2020-09-18T01:55:23.000Z,0
8,234147,0,"['轻小说', '原生幻想']",6.7,96,和巫妖同僚的学术聚会,914700,梦野咲子,https://qidian.qpic.cn/qdbimg/349573/1021273163/300,2021-02-28T16:07:01.000Z,0
9,238680,0,"['游戏网游', '甜文', '现代架空', '原创-言情-近代现代-游戏']",6.9,93,凭本事找骂,196988,疲惫,https://wx2.sinaimg.cn/mw690/0087AxiSgy1ghi4mvzwm4j30u01607wh.jpg,2020-11-25T15:28:21.000Z,0
10,248214,0,"['轻小说', '原生幻想']",5.7,110,棋圣的工作,640500,娜尔爱多,https://qidian.qpic.cn/qdbimg/349573/1024273101/300,2021-03-01T14:37:20.000Z,0
11,251161,0,"['穿越时空', '娱乐圈', '爽文', '逆袭', '原创-言情-近代现代-爱情']",7.6,82,我话你港[娱乐圈],223933,暮峰贝,http://i9-static.jjwxc.net/novelimage.php?novelid=4878807&coverid=24&ver=06af438f7c1c1e0690d8b3c53e6134d3,2021-02-28T18:36:03.000Z,0
12,250989,0,"['历史', '两宋元明']",6.8,91,大流寇,296900,傲骨铁心,https://qidian.qpic.cn/qdbimg/349573/1025423491/300,2021-03-01T13:34:34.000Z,0
13,143731,0,"['科幻', '未来世界']",6.2,99,矩阵之主,954800,吾不笑,https://qidian.qpic.cn/qdbimg/349573/1011731463/300,2021-02-28T15:41:04.000Z,0
14,179548,1,"['轻小说', '原生幻想']",5.1,119,重生的我不需要女主,992200,螺旋飞面,https://qidian.qpic.cn/qdbimg/349573/1017359068/300,2020-10-10T16:00:00.000Z,0
15,249686,0,"['仙侠', '幻想修仙']",5.9,101,仙丹给你毒药归我,332299,小呆昭,https://qidian.qpic.cn/qdbimg/349573/1025230752/300,2021-03-01T13:33:15.000Z,0
16,250022,0,"['都市', '都市异能']",3.4,175,稳住别浪,547100,跳舞,https://qidian.qpic.cn/qdbimg/349573/1025325411/300,2021-02-28T22:18:40.000Z,0
17,238709,0,['历史军事'],6.6,90,诛元章,403100,绯红之月,https://alioss.youdubook.com/uploads/20200817/25a56413c712bbaffcadc1bce526f54e.jpg,2021-03-01T15:58:27.000Z,0
18,139145,1,"['武侠', '武侠幻想']",4.7,123,我老婆是重生大BOSS,993300,奈何笑忘川,https://qidian.qpic.cn/qdbimg/349573/1011453794/300,2020-09-14T16:00:00.000Z,0
19,175060,0,"['悬疑', '奇妙世界']",5.9,97,又见九叔,845800,尸小小,https://qidian.qpic.cn/qdbimg/349573/1016649218/300,2020-11-27T16:00:00.000Z,0
0,224901,1,"['火影', '海贼王', '少年漫', '文野', '衍生-言情-近代现代-东方衍生']",6.5,94,大文豪与哲学家,王小周,528084,https://wx4.sinaimg.cn/mw690/0065lDe3ly1giyn1h2n9gj30b40fkq3m.jpg,2020-10-17T14:28:55.000Z,0
1,35161,1,"['', '原创-纯爱-幻想未来-科幻']",6.8,85,二零一三（末日曙光）,非天夜翔,451759,http://i9-static.jjwxc.net/tmp/backend/authorspace/s1/3/2937/293673/20191227215157_200_280.jpg,2020-09-09T08:13:08.000Z,0
2,126966,0,"['宅文', '科幻无限']",5.9,97,我的唯物主义无限史观,ysp,587648,https://c1.kuangxiangit.com/uploads/allimg/c170607/07-06-17210626-4928.jpg,2020-09-04T09:32:19.000Z,0
3,168436,0,"['幻想空间', '异能', '原创-言情-近代现代-爱情']",7.2,79,万花筒,多木木多,782266,http://i9-static.jjwxc.net/novelimage.php?novelid=4149904&coverid=32&ver=eb05b5735acc985163ffb9f611f1ea89,2021-02-27T17:37:12.000Z,0
4,243850,0,"['仙侠', '修真文明']",5.7,99,玄霄仙君,孤星入梦,460400,https://qidian.qpic.cn/qdbimg/349573/1021399189/300,2021-03-01T16:21:00.000Z,0
5,242102,0,"['都市', '商战职场']",6.2,91,1991从芯开始,三分糊涂,848300,https://qidian.qpic.cn/qdbimg/349573/1023504293/300,2021-03-01T16:06:58.000Z,0
6,237305,0,['西幻传说'],6.8,82,血与沙的女神,魔力的真髓,384300,https://alioss.youdubook.com/uploads/20200804/138847ce2c8ca50bde43e9371c71aad4.jpg,2021-02-01T12:38:02.000Z,0
7,236206,0,"['科幻', '时空穿梭']",5.1,109,我专属的超凡世界,俺来组成头部,747300,https://qidian.qpic.cn/qdbimg/349573/1022305815/300,2021-03-01T05:54:02.000Z,0
8,11413,0,"['奇幻', '史诗奇幻']",6.2,89,龙胖子历险记,实在没选择,477299,https://qidian.qpic.cn/qdbimg/349573/2459787/300,2021-02-21T16:00:00.000Z,0
9,124944,1,"['科幻', '时空穿梭']",5.4,102,诸天万界大穿越,九霄天歌,671100,https://qidian.qpic.cn/qdbimg/349573/1009324254/300,2020-12-17T16:00:00.000Z,0
